video,Time(s)-sc,Time(s),Flight Code,Aircraft & origin-destination,flight time,Labeled Time(MM:SS),Labels,Labeled Time(s),,,video lengths(SS),video lengths(MM:SS),video lengths(s)
,37750,1655963109, TTS82 , Airbus A320 Melbourne - Cairns , Flight Time: 3:00,, Airbus A320 Melbourne - Cairns ,3636,,,,,
,37780,1655963139, CZ344 , Airbus A380 Melbourne - Guangzhou , Flight Time: 9:15,, Airbus A380 Melbourne - Guangzhou ,3666,,,,,
,37820,1655963179, OD177 , Boeing 737 Denpasar - Melbourne , Flight Time: 5:00,, Boeing 737 Denpasar - Melbourne ,3706,,,,,
,37889,1655963248, EK9820 , Boeing 777F Sydney - Melbourne , Flight Time: 1:00,, Boeing 777F Sydney - Melbourne ,3775,,,,,
,37938,1655963297, QF7S5S6 , Boeing 747F Sydney - Melbourne , Flight Time: 1:00,, Boeing 747F Sydney - Melbourne ,3824,,,,,
,38000,1655963359, QR8893 , Boeing 777F Melbourne ~ Singapore , Flight Time: 7:00,, Boeing 777F Melbourne ~ Singapore ,3886,,,,,
,38047,1655963406, CX1OS , Boeing 777 Melbourne ~ Hong Kong , Flight Time: 9:00,, Boeing 777 Melbourne ~ Hong Kong ,3933,,,,,
,38077,1655963436, UA28S55 , Boeing 777 Melbourne - San Francisco , Flight Time: 14:10,, Boeing 777 Melbourne - San Francisco ,3963,,,,,
,38106,1655963465, QF7SS@ , Boeing 747 Melbourne ~ Sydney , Flight Time: 1:00,, Boeing 747 Melbourne ~ Sydney ,3992,,,,,
,38138,1655963497, QFqS , Boeing 747 Melbourne ~ Los Angeles , Flight Time: 13:50,, Boeing 747 Melbourne ~ Los Angeles ,4024,,,,,
,38229,1655963588, PR210 , Boeing 777 Melbourne - Manila , Flight Time: 8:45,, Boeing 777 Melbourne - Manila ,4115,,,,,
,38281,1655963640, QF7S5S6 , Boeing 747F Sydney - Melbourne , Flight Time: 1:00,, Boeing 747F Sydney - Melbourne ,4167,,,,,
,38308,1655963667, QF7433 , Airbus A321F Melbourne - Sydney , Flight Time: 1:00,, Airbus A321F Melbourne - Sydney ,4194,,,,,
,38388,1655963747, QH88 , Boeing 787 Melbourne - Sydney , Flight Time: 1:00,, Boeing 787 Melbourne - Sydney ,4274,,,,,
,38438,1655963797, PK8963, Boeing 777 Melbourne - Lahore , Flight Time: 13:45,, Boeing 777 Melbourne - Lahore ,4324,,,,,
,38472,1655963831, CL52L , AlrOUsS A580 Gaungzhou - Melbourne , Flight Time: 9:15,, AlrOUsS A580 Gaungzhou - Melbourne ,4358,,,,,
,38505,1655963864, QF417 , Boeing 747 Sydney - Melbourne , Flight Time: 1:00,, Boeing 747 Sydney - Melbourne ,4391,,,,,
,38570,1655963929, KEq126 , Boeing 787 Melbourne - Seoul , Flight Time: 11:20,, Boeing 787 Melbourne - Seoul ,4456,,,,,
,38656,1655964015, K4246, Boeing 747 Sydney - Melbourne , Flight Time: 1:00,, Boeing 747 Sydney - Melbourne ,4542,,,,,
,38730,1655964089, EK406@ , Airbus A580 Dubai - Melbourne , Flight Time: 13:00,, Airbus A580 Dubai - Melbourne ,4616,,,,,
,38775,1655964134, Unknown , Lockheed Martin C-130J Adelaide - Melbourne , Flight Time: 0:45,, Lockheed Martin C-130J Adelaide - Melbourne ,4661,,,,,
,38822,1655964181, QR8892 , Boeing 777F Singapore - Melbourne , Flight Time: 7:00,, Boeing 777F Singapore - Melbourne ,4708,,,,,
,38871,1655964230, ASY43 , Airbus A340 Brisbane - Melbourne , Flight Time: 2:00,, Airbus A340 Brisbane - Melbourne ,4757,,,,,
,38979,1655964338, CZ344 , Airbus A380 Melbourne ~ Guangzhou , Flight Time: 9:15,, Airbus A380 Melbourne ~ Guangzhou ,4865,,,,,
,39043,1655964402, AWkKe , Boeing 737F Melbourne - Auckland , Flight Time: 3:30,, Boeing 737F Melbourne - Auckland ,4929,,,,,
,39073,1655964432, DUB8 , Boeing 747F Melbourne - Dubai , Flight Time: 13:10,, Boeing 747F Melbourne - Dubai ,4959,,,,,
,39124,1655964483, AWK@ , Boeing 737F Melbourne - Auckland , Flight Time: 3:30,, Boeing 737F Melbourne - Auckland ,5010,,,,,
,39203,1655964562, NZ126, Boeing 787 Melbourne - Auckland , Flight Time: 3:30,, Boeing 787 Melbourne - Auckland ,5089,,,,,
,39244,1655964603, VA23 , Boeing 777 Melbourne - Los Angeles , Flight Time: 13:45,, Boeing 777 Melbourne - Los Angeles ,5130,,,,,
,39266,1655964625, RAAF , KC-30 Tanker Melbourne - Amberley , Flight Time: 2:10,, KC-30 Tanker Melbourne - Amberley ,5152,,,,,
,39303,1655964662, MH124 , Airbus A330 Kuala Lumpur - Melbourne , Flight Time: 7:30,, Airbus A330 Kuala Lumpur - Melbourne ,5189,,,,,
,39338,1655964697, R209 , Boeing 777 Manila - Melbourne , Flight Time: 8:15,, Boeing 777 Manila - Melbourne ,5224,,,,,
,39376,1655964735, JL773 , Boeing 787 Tokyo - Melbourne , Flight Time: 11:30,, Boeing 787 Tokyo - Melbourne ,5262,,,,,
,39449,1655964808, RA4136 , Airbus A330 Melbourne - Kathmandu , Flight Time: 4:30,, Airbus A330 Melbourne - Kathmandu ,5335,,,,,
,39484,1655964843, CX1OS , Boeing 777 Melbourne ~ Hong Kong , Flight Time: 9:00,, Boeing 777 Melbourne ~ Hong Kong ,5370,,,,,
,39545,1655964904, QF7342 , Boeing 737F Brisbane - Melbourne , Flight Time: 2:00,, Boeing 737F Brisbane - Melbourne ,5431,,,,,
,39638,1655964997, UA28S55 , Boeing 777 Melbourne - San Francisco , Flight Time: 14:10,, Boeing 777 Melbourne - San Francisco ,5524,,,,,
,39705,1655965064, PR210 , Boeing 777 Melbourne - Manila , Flight Time: 8:45,, Boeing 777 Melbourne - Manila ,5591,,,,,
,39801,1655965160, AWKe , Boeing 737F Melbourne - Auckland , Flight Time: 3:30,, Boeing 737F Melbourne - Auckland ,5687,,,,,
,39830,1655965189, QR8837 , Boeing 777 Melbourne - Doha , Flight Time: 13:45,, Boeing 777 Melbourne - Doha ,5716,,,,,
,39900,1655965259, CX24 , Boeing 747F Melbourne - Hong Kong , Flight Time: 4:15,, Boeing 747F Melbourne - Hong Kong ,5786,,,,,
,39957,1655965316, QR8837 , Boeing 777 Melbourne - Doha , Flight Time: 13:45,, Boeing 777 Melbourne - Doha ,5843,,,,,
,39988,1655965347, CL52L , AlrOUus A580 Gaungzhou - Melbourne , Flight Time: 9:15,, AlrOUus A580 Gaungzhou - Melbourne ,5874,,,,,
,40021,1655965380, CX28 , Boeing 747F Sydney - Melbourne , Flight Time: 1:00,, Boeing 747F Sydney - Melbourne ,5907,,,,,
,40065,1655965424, OD177 , Boeing 737 Denpasar - Melbourne , Flight Time: 5:00,, Boeing 737 Denpasar - Melbourne ,5951,,,,,
,40112,1655965471, KEq126 , Boeing 787 Melbourne - Seoul , Flight Time: 11:20,, Boeing 787 Melbourne - Seoul ,5998,,,,,
,40181,1655965540, CZ344 , Airbus A380 Melbourne ~ Guangzhou , Flight Time: 9:15,, Airbus A380 Melbourne ~ Guangzhou ,6067,,,,,
,40222,1655965581, QFa4 , Airbus A380 Los Angeles - Melbourne , Flight Time: 13:50,, Airbus A380 Los Angeles - Melbourne ,6108,,,,,
,40301,1655965660, UA9 , Boeing 787 Melbourne - Los Angeles , Flight Time: 14:30,, Boeing 787 Melbourne - Los Angeles ,6187,,,,,
,40346,1655965705, PK8962, Boeing 777 Lahore - Melbourne , Flight Time: 13:45,, Boeing 777 Lahore - Melbourne ,6232,,,,,
,40406,1655965765, QF7SS@ , Boeing 747 Melbourne ~ Sydney , Flight Time: 1:00,, Boeing 747 Melbourne ~ Sydney ,6292,,,,,
,40446,1655965805, OD177 , Boeing 737 Denpasar - Melbourne , Flight Time: 5:00,, Boeing 737 Denpasar - Melbourne ,6332,,,,,
,40484,1655965843, BIé , Airbus AZ30neo Melbourne - Brunei , Flight Time: 6:00,, Airbus AZ30neo Melbourne - Brunei ,6370,,,,,
,40522,1655965881, JT2841 , Airbus A330 Denpasar - Melbourne , Flight Time: 5:00,, Airbus A330 Denpasar - Melbourne ,6408,,,,,
,40614,1655965973, CX1OS , Boeing 777 Melbourne ~ Hong Kong , Flight Time: 9:00,, Boeing 777 Melbourne ~ Hong Kong ,6500,,,,,
,40658,1655966017, QRI04 , Airbus A350 Doha - Melbourne , Flight Time: 13:45,, Airbus A350 Doha - Melbourne ,6544,,,,,
,40692,1655966051, CX104 , Boeing 777 Hong Kong - Melbourne , Flight Time: 9:00,, Boeing 777 Hong Kong - Melbourne ,6578,,,,,
,40734,1655966093, QF7SS@ , Boeing 747 Melbourne ~ Sydney , Flight Time: 1:00,, Boeing 747 Melbourne ~ Sydney ,6620,,,,,
,40765,1655966124, VA28S4 , Boeing 777 San Francisco - Melbourne , Flight Time: 13:55,, Boeing 777 San Francisco - Melbourne ,6651,,,,,
,40805,1655966164, BAVIO88 , Boeing 787 Hanoi - Melbourne , Flight Time: 8:35,, Boeing 787 Hanoi - Melbourne ,6691,,,,,
,40904,1655966263, VA23 , Boeing 777 Melbourne - Los Angeles , Flight Time: 13:45,, Boeing 777 Melbourne - Los Angeles ,6790,,,,,
,40957,1655966316, AWKe , Boeing 737F Melbourne - Auckland , Flight Time: 3:30,, Boeing 737F Melbourne - Auckland ,6843,,,,,
,40989,1655966348, QR8893 , Boeing 777F Melbourne ~ Singapore , Flight Time: 7:00,, Boeing 777F Melbourne ~ Singapore ,6875,,,,,
,41010,1655966369, AWKS , Boeing 737F Auckland - Melbourne , Flight Time: 3:10,, Boeing 737F Auckland - Melbourne ,6896,,,,,
,41045,1655966404, AC2285 , Boeing 777 Vancouver - Melbourne , Flight Time: 3:25,, Boeing 777 Vancouver - Melbourne ,6931,,,,,
,41089,1655966448, K9352 , Boeing 777F Melbourne - Hong Kong , Flight Time: 7:00,, Boeing 777F Melbourne - Hong Kong ,6975,,,,,
,41118,1655966477, VN781 , Boeing 787 Ho Chi Minh City - Melbourne , Flight Time: 8:05,, Boeing 787 Ho Chi Minh City - Melbourne ,7004,,,,,
,41157,1655966516, QF7SS@ , Boeing 747 Melbourne ~ Sydney , Flight Time: 1:00,, Boeing 747 Melbourne ~ Sydney ,7043,,,,,
,41191,1655966550, VN780 , Boeing 787 Melbourne - Ho Chi Minh City , Flight Time: 8:20,, Boeing 787 Melbourne - Ho Chi Minh City ,7077,,,,,
,41208,1655966567, EY460 , Boeing 787 Abu Dhabi - Melbourne , Flight Time: 13:30,, Boeing 787 Abu Dhabi - Melbourne ,7094,,,,,
,41234,1655966593, CX135 , Boeing 777 Hong kong - Melbourne , Flight Time: 7:00,, Boeing 777 Hong kong - Melbourne ,7120,,,,,
,41274,1655966633, VN780 , Boeing 787 Melbourne - Ho Chi Minh City , Flight Time: 8:20,, Boeing 787 Melbourne - Ho Chi Minh City ,7160,,,,,
,41305,1655966664, BIsS , Airbus A340 Brunei - Melbourne , Flight Time: 6:00,, Airbus A340 Brunei - Melbourne ,7191,,,,,
,41350,1655966709, $Q207 , Boeing 787 Singapore - Melbourne , Flight Time: 7:00,, Boeing 787 Singapore - Melbourne ,7236,,,,,
,41387,1655966746, SND1 , Airbus A319 Perth - Melbourne , Flight Time: 3:30,, Airbus A319 Perth - Melbourne ,7273,,,,,
,41429,1655966788, ASY43 , Airbus A340 Brisbane - Melbourne , Flight Time: 2:00,, Airbus A340 Brisbane - Melbourne ,7315,,,,,
,41528,1655966887, UA@8 , Boeing 787 Los Angeles - Melbourne , Flight Time: 13:45,, Boeing 787 Los Angeles - Melbourne ,7414,,,,,
,41563,1655966922, CX28 , Boeing 747F Sydney - Melbourne , Flight Time: 1:00,, Boeing 747F Sydney - Melbourne ,7449,,,,,
,41592,1655966951, HJ1 , Boeing 767F Melbourne - Sydney , Flight Time: 1:00,, Boeing 767F Melbourne - Sydney ,7478,,,,,
,41618,1655966977, HU714 , Boeing 787 Shenzhen - Melbourne , Flight Time: 9:10,, Boeing 787 Shenzhen - Melbourne ,7504,,,,,
,41656,1655967015, Unknown , Lockheed Martin C-130J Adelaide - Melbourne , Flight Time: 0:45,, Lockheed Martin C-130J Adelaide - Melbourne ,7542,,,,,
,41695,1655967054, VDA3664 , Ilyushin IL-76 Surabaya - Melbourne , Flight Time: 6:00,, Ilyushin IL-76 Surabaya - Melbourne ,7581,,,,,
,41761,1655967120, OZ6038 , Boeing 777 Melbourne - Seoul , Flight Time: 11:10,, Boeing 777 Melbourne - Seoul ,7647,,,,,
,41831,1655967190, QF7433 , Airbus A321F Melbourne - Sydney , Flight Time: 1:00,, Airbus A321F Melbourne - Sydney ,7717,,,,,
,41867,1655967226, ASYS3 , Airbus A340 Melbourne ~ Sydney , Flight Time: 1:00,, Airbus A340 Melbourne ~ Sydney ,7753,,,,,
,41917,1655967276, AC2286 , Boeing 777 Melbourne - Auckland , Flight Time: 3:25,, Boeing 777 Melbourne - Auckland ,7803,,,,,
,41948,1655967307, JL773 , Boeing 787 Tokyo - Melbourne , Flight Time: 11:30,, Boeing 787 Tokyo - Melbourne ,7834,,,,,
,41993,1655967352, QF7432 , Airbus AZ21F Brisbane - Melbourne , Flight Time: 2:00,, Airbus AZ21F Brisbane - Melbourne ,7879,,,,,
,42030,1655967389, EY460 , Airbus A380 Abu Dhabi - Melbourne , Flight Time: 13:30,, Airbus A380 Abu Dhabi - Melbourne ,7916,,,,,
,42055,1655967414, K4246, Boeing 777F Sydney - Melbourne , Flight Time: 1:00,, Boeing 777F Sydney - Melbourne ,7941,,,,,
,42090,1655967449, QR8836 , Boeing 777 Doha - Melbourne , Flight Time: 13:45,, Boeing 777 Doha - Melbourne ,7976,,,,,
,42163,1655967522, QRIOS , Airbus A350 Melbourne - Doha , Flight Time: 13:55,, Airbus A350 Melbourne - Doha ,8049,,,,,
,42212,1655967571, K4246, Boeing 747 Sydney - Melbourne , Flight Time: 1:00,, Boeing 747 Sydney - Melbourne ,8098,,,,,
,42237,1655967596, DE8896@ , Boeing 767 Phuket - Melbourne , Flight Time: 8:10,, Boeing 767 Phuket - Melbourne ,8123,,,,,
,42275,1655967634, QF7342 , Boeing 737F Brisbane - Melbourne , Flight Time: 2:00,, Boeing 737F Brisbane - Melbourne ,8161,,,,,
,42360,1655967719, QF7309 , Boeing 757F Melbourne - Perth , Flight Time: 3:25,, Boeing 757F Melbourne - Perth ,8246,,,,,
,42404,1655967763, K4246, Boeing 747 Sydney - Melbourne , Flight Time: 1:00,, Boeing 747 Sydney - Melbourne ,8290,,,,,
,42447,1655967806, CX28 , Boeing 747F Sydney - Melbourne , Flight Time: 1:00,, Boeing 747F Sydney - Melbourne ,8333,,,,,
,42524,1655967883, CX24 , Boeing 747F Melbourne - Hong Kong , Flight Time: 4:15,, Boeing 747F Melbourne - Hong Kong ,8410,,,,,
,42575,1655967934, QF7350 , Boeing 757F Perth - Melbourne , Flight Time: 3:17,, Boeing 757F Perth - Melbourne ,8461,,,,,
,42636,1655967995, QF7342 , Boeing 737F Brisbane - Melbourne , Flight Time: 2:00,, Boeing 737F Brisbane - Melbourne ,8522,,,,,
25,42689,1655968048, UA870, Boeing 777 Sydney - San Francisco , Flight Time: 13:00,00:00 , United Airlines Boeing 777-300ER Takeoff to San Francisco ,0,,,,,
https://youtu.be/eLpO--xizps,42730,1655968089, SA298S5 , Airbus A340 Sydney - Johannesburg , Flight Time: 11:45,00:44 , South African Airways Airbus A340-600 Takeoff to Johannesburg ,44,,,,,
,42771,1655968130, AWK1 , Boeing 757F Auckland - Sydney , Flight Time: 3:05,01:28 , Olympus Boeing 757-200F Landing from Auckland  ,88,,,,,
,42803,1655968162, DUB8 , Boeing 747F Dubai - Sydney , Flight Time: 13:45,01:58 , Dubai Air Wing Boeing 747-400F Landing from Dubai   ,118,,,,,
,42836,1655968195, CIst , Airbus A550 Taipei - Sydney , Flight Time: 9:15,02:30 , China Airlines Airbus A330-300 Landing from Taipei ,150,,,,,
,42869,1655968228, ASY46@ , Alrous A340 Darwin - Sydney , Flight Time: 2:15,03:06 , HiFly Airbus A340-300 Landing from Brisbane   ,186,,,,,
,42909,1655968268, AA73 , Boeing 777 Los Angeles - Sydney , Flight Time: 12:15,03:46 , American Airlines Boeing 777-300ER Landing from Los Angeles ,226,,,,,
,42945,1655968304, DL41 , Airbus A350 Los Angeles - Sydney , Flight Time: 12:15,04:25 , Delta Airlines Airbus A350-900 Landing from Los Angeles  ,265,,,,,
,42981,1655968340, SB1L41 , Airbus A550neo Sydney - Noumea , Flight Time: 2:30,04:55 , Aircalin Airbus A330-900neo Takeoff to Noumea ,295,,,,,
,43015,1655968374, YtqLO , Alrous A550 Sydney - Nadi , Flight Time: 3:30,05:30 , Fiji Airways Airbus A350-900 Takeoff to Nadi,330,,,,,
,43049,1655968408, DL41 , Airbus A350 Los Angeles - Sydney , Flight Time: 12:15,06:05 , Delta Airlines Airbus A350-900 Landing from Los Angeles  ,365,,,,,
,43098,1655968457, QF7433 , BAc-146F Melbourne - Sydney , Flight Time: 1:00,06:53 , Cobham BAe-146-300QTF Landing from Melbourne  ,413,,,,,
,43153,1655968512, S$Q241 , Airbus AZSO Singapore - Sydney , Flight Time: 7:00,07:50 , Singapore Airlines Airbus A350-900 Landing from Singapore ,470,,,,,
,43200,1655968559, DO232 , Boeing 777 Los Angeles - Sydney , Flight Time: 13:45,08:34 , DHL Boeing 777-200F Landing from Los Angeles ,514,,,,,
,43239,1655968598, DL41 , Airbus A350 Los Angeles - Sydney , Flight Time: 12:15,09:15 , Delta Airlines Airbus A350-900 Landing from Los Angeles  ,555,,,,,
,43267,1655968626, VA8S4 , Boeing 787 Los Angeles - Sydney , Flight Time: 13:15,09:40 , United Airlines Boeing 787-9 Landing from Los Angeles ,580,,,,,
,43321,1655968680, UA8G3 , Boeing 777 San Francisco ~ Sydney , Flight Time: 14:45,10:37 , United Airlines Boeing 777-300ER Landing from San Francisco,637,,,,,
,43360,1655968719, SQ241 , Boeing 787 Singapore - Sydney , Flight Time: 7:00,11:14 , Singapore Airlines Boeing 787-10 Landing from Singapore ,674,,,,,
,43398,1655968757, AA73 , Boeing 777 Los Angeles - Sydney , Flight Time: 12:15,11:53 , American Airlines Boeing 777-300ER Landing from Los Angeles ,713,,,,,
,43429,1655968788, DO232 , Boeing 777 Los Angeles - Sydney , Flight Time: 13:45,12:24 , Kalitta Cargo Boeing 777-200F Landing from Los Angeles  ,744,,,,,
,43457,1655968816, QF11 , Airbus A380 Sydney - Los Angeles , Flight Time: 12:30,12:52 , Qantas Airbus A380-800 Takeoff to Hong Kong,772,,,,,
,43490,1655968849, QRIOG , Boeing 777 Sydney - Canberra , Flight Time: 0:35,13:24 , Qatar Airways Airbus A350-1000 Takeoff to Canberra ,804,,,,,
,43518,1655968877, R8987 , Boeing 777F Melbourne - Sydney , Flight Time: 1:05,13:54 , Qatar Airways Cargo Boeing 777-200F Landing from Melbourne ,834,,,,,
,43543,1655968902, DO232 , Boeing 777 Los Angeles - Sydney , Flight Time: 13:45,14:19 , DHL Boeing 777-200F Landing from Los Angeles  ,859,,,,,
,43574,1655968933, VA2812 , Boeing 777 Los Angeles - Sydney , Flight Time: 13:55,14:48 , United Airlines Boeing 777-300ER Landing from Los Angeles ,888,,,,,
,43602,1655968961, CX1L0O , Airbus A550 Sydney - Hong Kong , Flight Time: 7:00,15:16 , Cathay Pacific Airbus A350-1000 Takeoff to Hong Kong,916,,,,,
,43625,1655968984, FX9072 , McDonnell Douglas MD-11F Singapore - Sydney , Flight Time: 7:05,15:39 , FedEx McDonnell Douglas MD-11F Missed Approach   ,939,,,,,
,43665,1655969024, FX9072 , McDonnell Douglas MD-11F Singapore - Sydney , Flight Time: 7:05,16:18 , FedEx McDonnell Douglas MD-11F Landing from Singapore ,978,,,,,
,43697,1655969056, TG476 , Boeing 747 Sydney - Bangkok , Flight Time: 9:00,16:51 , Thai Airways Boeing 747-400 Takeoff to Bangkok,1011,,,,,
,43726,1655969085, VAL , Boeing 777 Sydney - Los Angeles , Flight Time: 13:30,17:20 , Virgin Australia Boeing 777-300ER Takeoff to Los Angeles   ,1040,,,,,
,43748,1655969107, ULGO7 , Airbus A530 Colombo - Sydney , Flight Time: 9:50,17:43 , SriLankan Airlines Airbus A330-300 Landing from Colombo ,1063,,,,,
,43779,1655969138, FAX2017 , Airbus A550 Hong Kong - Sydney , Flight Time: 7:05,18:14 , Hong Kong Airlines Airbus A330-300 Landing from Hong Kong,1094,,,,,
,43808,1655969167, SQ241 , Boeing 787 Singapore - Sydney , Flight Time: 7:00,18:43 , Singapore Airlines Boeing 787-10 Landing from Singapore ,1123,,,,,
,43831,1655969190, PO7SO , Boeing 747F Guam - Sydney , Flight Time: 6:10,19:05 , Polar Air Cargo Boeing 747-8F Landing from Guam ,1145,,,,,
,43859,1655969218, MU73S , Boeing 787 Shanghai - Sydney , Flight Time: 9:50,19:33 , Shanghai Airlines Boeing 787-9 Landing from Shanghai ,1173,,,,,
,43904,1655969263, 5X33 , Boeing 747F Sydney - Seoul , Flight Time: 10:05,20:19 , UPS Boeing 747-400F Takeoff to Seoul ,1219,,,,,
,43950,1655969309, SA2984 , Airbus A540 Johannesburg - Sydney , Flight Time: 11:45,21:04 , South African Airways Airbus A340-600 Landing from Johannesburg ,1264,,,,,
,44037,1655969396, 8C2203 , Boeing 767 Guam - Sydney , Flight Time: 6:10,22:31 , ATI Boeing 767-300F Landing from Guam ,1351,,,,,
,44067,1655969426, AC34, Boeing 777 Sydney - Vancouver , Flight Time: 14:30,23:04 , Air Canada Boeing 777-300ER Takeoff to Vancouver ,1384,,,,,
,44109,1655969468, YtqLO , Alrous A550 Sydney - Nadi , Flight Time: 3:30,23:45 , Fiji Airways Airbus A350-900 Takeoff to Nadi,1425,,,,,
,44153,1655969512, SB140 , Airbus A530neo0 Noumea - Sydney , Flight Time: 2:45,24:29 , Aircalin Airbus A330-900neo Landing from Noumea ,1469,,,,,
,44188,1655969547, AA73 , Boeing 777 Los Angeles - Sydney , Flight Time: 12:15,23:05 , American Airlines Boeing 777-300ER Landing from Los Angeles ,1385,,,,,
,44211,1655969570, 3U8654 , Airbus A330 Chongqing - Sydney , Flight Time: 10:20,25:46 , Sichuan Airlines Airbus A330-300 Landing from Chongqing ,1546,,,,,
,44250,1655969609, UA870, Boeing 777 Sydney - San Francisco , Flight Time: 13:00,26:04 , United Airlines Boeing 777-300ER Takeoff to San Francisco ,1564,,,,,
,44289,1655969648, 8C2203 , Boeing 767 Guam - Sydney , Flight Time: 6:10,26:47 , ATI Boeing 767-300F Landing from Guam,1607,,,,,
,44336,1655969695, CX1L0O , Airbus A550 Sydney - Hong Kong , Flight Time: 7:00,27:37 , Cathay Pacific Airbus A350-1000 Takeoff to Hong Kong,1657,,,,,
,44378,1655969737, MU73S , Boeing 787 Shanghai - Sydney , Flight Time: 9:50,28:11 , Shanghai Airlines Boeing 787-9 Landing from Shanghai ,1691,,,,,
,44418,1655969777, DL4o0 , Boeing 777 Sydney - Los Angeles , Flight Time: 14:00,28:54 , Delta Airlines Boeing 777-200LR Takeoff to Los Angeles ,1734,,,,,
,44442,1655969801, FX77 , McDonnell Douglas MD-11F Honolulu - Sydney , Flight Time: 10:05,29:16 , FedEx McDonnell Douglas MD-11F Landing from Honolulu ,1756,,,,,
26,44512,1655969871, MH14@ , Airbus A330 Kuala Lumpur - Melbourne , Flight Time: 7:30,00:00 , Malaysia Airlines Airbus A330-300 Landing from Kuala Lumpur  ,0,,,,,
https://youtu.be/VrLlDCyrI-E,44556,1655969915, QF3O , Boeing 787 Hong Kong - Melbourne , Flight Time: 7:00,00:48 , Qantas Boeing 787-9 Landing from Hong Kong,48,,,,,
,44596,1655969955, MH124 , Airbus A330 Kuala Lumpur - Melbourne , Flight Time: 7:30,01:27 , Malaysia Airlines Airbus A330-300 Landing from Kuala Lumpur ,87,,,,,
,44684,1655970043, C€Z321 , Airbus A330 Guangzhou - Melbourne , Flight Time: 9:45,02:55 , China Southern Airlines Airbus A330-300 Landing from Guangzhou    ,175,,,,,
,44714,1655970073, QF417 , Airbus A330 Sydney - Melbourne , Flight Time: 1:00,03:25 , Qantas Airbus A330-300 Landing from Sydney,205,,,,,
,44753,1655970112, MU737 , Boeing 787 Shanghai - Melbourne , Flight Time: 10:20,04:05 , Shanghai Airlines Boeing 787-9 Landing from Shanghai ,245,,,,,
